type_of_action,traveled_distance_pixel,elapsed_time,direction_of_movement,straightness,num_points,sum_of_angles,mean_curv,sd_curv,max_curv,min_curv,mean_omega,sd_omega,max_omega,min_omega,largest_deviation,dist_end_to_end_line,num_critical_points,mean_vx,sd_vx,max_vx,min_vx,mean_vy,sd_vy,max_vy,min_vy,mean_v,sd_v,max_v,min_v,mean_a,sd_a,max_a,min_a,mean_jerk,sd_jerk,max_jerk,min_jerk,a_beg_time,userid
4,251.1889174119023,0.5929999998,1,0.9992796282067343,7,7.734235396929341,0.026650416982391734,0.04370585953322942,0.17940896674425855,-0.048349386651902915,-20.953483345321352,59.510265165402295,9.272059828047658,-157.07963267948966,1331.555339305582,251.00796800101784,1,2.1906228237268066,16.26951347266734,27.272727297521243,-27.522935855570413,324.69762666020864,372.9808735497511,845.4545462231586,0.0,324.9200650635159,373.08599675888536,845.8943145474215,0.0,-20.820193959553308,4080.57419947852,7220.119780219527,-5140.353364791149,-8108.242528947914,43388.27985410779,62625.731189556864,-70252.46264060932,0.26599999979998756,15
3,49.536882942441935,1.01400000000001,2,0.14130885078363659,7,1.2759210204830111,-0.013371284789982585,0.24046137689858726,0.408146302316511,-0.19685221527221825,2.2965503180518243,14.157912690783702,33.70015334044174,-8.41008157621481,840.0,7.0,0,2.6529178598518928,21.442299954619898,25.64102565746152,-40.0,15.817521907143748,52.518038043786895,83.33333333333776,-68.0,41.335827827705906,35.81468452533129,85.52348759055796,0.0,-10.762278996287213,218.07038386892734,315.56932677305633,-364.4612143304646,-420.635691196246,1727.3133137936854,1352.1006203973682,-2585.6898471479003,0.5150000002000041,15
1,537.5025455497162,4.602000000200007,3,0.9371567353867064,9,-6.991041781125874,0.3913770797479993,1.044948127041217,2.976780449879422,-0.05033891000813857,-3.4612774762076306,18.79551935976294,10.636474103945549,-52.64494640568911,1599.1431632263905,503.72413084941644,0,-515.0362582321155,501.11729459704844,0,-1458.7155936535664,23.413955042783076,291.74540339481825,733.9449527816687,-357.79816480937114,547.7195959020656,541.7574913261216,1632.950206491846,0.5319148936170206,608.5525777380635,6604.471858766025,14498.0047227912,-6535.443144769105,488.39327855432293,101892.47586752108,130425.31469596009,-180324.0092054926,0.29600000010000826,15
3,793.5403267749236,1.747000000000014,5,0.8344778365609397,18,-18.21557545536119,0.007445674454293371,0.0330743048037013,0.12964015358925787,-0.056863635694652574,-15.259666046297038,54.21646156345622,43.262351553436226,-196.5587446494658,560.4161687468066,662.1918151109994,0,-56.783066441083164,403.7942568149564,800.0,-1183.4862385323224,-457.0209831657014,532.0271278006139,333.3333333333959,-1900.0,558.9805997837534,577.8650280895024,2061.5528128088304,0.0,12131.712741236535,50244.03988742648,206155.28128088303,-12458.680104033663,1234656.76758607,5042582.030791088,20615528.128088303,-2005632.6732564764,0.01,15
4,173.62761644441403,0.6080000000000041,2,0.9987793941787988,7,8.00694069413213,0.051858047641901786,0.05250568415502773,0.2617993877991494,-0.0024620786428220126,-21.259553013900195,59.43934495543094,11.219973762821782,-157.07963267948966,1184.229669483694,173.4156855650607,1,-17.81880036808932,38.97420725494809,0,-106.38297872341094,415.7276699770387,526.4054732453195,1400.0,0.0,416.6742847497489,527.2517791716034,1400.0,0.0,14613.884430790758,35079.21200139292,86757.36466587335,-5126.379494481212,1441251.4031005849,3656061.9756280966,9012893.081033546,-346731.1100390173,0.23399999999998045,15
3,144.04382457273397,2.2620000000000005,1,0.9999126796106836,7,7.791650468957704,0.06300303464175903,0.06279442854684737,0.3141592653589793,-0.0004333720027383308,22.10852933383223,58.83125359978048,157.07963267948966,-1.2129701365211407,1041.1282518865557,144.03124660989366,3,16.9069462647449,36.628571137194186,100.0,0.0,588.916172429164,942.0506478053871,2700.0,0.0,589.2138068690573,942.7166412137957,2701.851217221259,0.0,38228.97677017544,79698.38052716463,197684.83511612998,-20142.809737770072,3734470.506658375,7915568.556471421,19562058.86385153,-1742621.1588312003,0.12899999999998044,15
3,623.7405411049369,2.401999999999987,4,0.9154952823188955,16,-4.6476730763471235,-0.27097041085784285,1.2928173642390954,0.7328151017865068,-4.71238898038469,8.410460420698087,46.257691859282396,157.07963267948966,-66.90362520999031,1124.6944772534912,571.031522772605,1,-257.14020911404486,381.2094783383017,0,-1394.4954128442869,-144.11296735558088,233.3903084993371,69.76744186047785,-656.0,318.76027617367714,427.91443002648634,1539.125836651956,0.0,308.0935215469792,5569.813499981818,14055.354477712583,-10585.006693215648,5136.812328982437,84300.22860805548,149875.58226523615,-197122.88936742584,0.125,15
1,5045.630796336311,32.57400000000001,5,0.11099153774595737,62,3.8444421964846858,0.011309889321756134,0.9688471354046584,4.71238898038469,-3.457741657817085,1.9234990508598355,43.809437935333314,314.1592653589793,-66.842396884853,1350.946152773051,560.0223209837266,3,-172.48730809480963,1026.6700031605235,2053.1914893618314,-4700.0,346.5713178312866,3037.540077882426,17500.0,-3908.256880732608,1184.2445012845449,2997.842826672717,18120.15452472743,0.23546679360191503,40459.571580806856,217234.85313979784,1289337.1373541395,-135675.58534493807,3643057.575281814,20690846.030812263,123773191.5552703,-11492038.08628596,0.2189999999999941,15
1,1736.934149509255,0.88900000000001,4,0.6437084311610598,7,-5.601592636847206,0.08311031992426783,0.21048961202339728,0.5196312712341206,-0.014414374971662942,-44.02196840519613,116.78247637064068,9.505450083548428,-311.7787627404723,358.2680150177751,1118.079156410672,1,-19448.395933893746,51939.11431375706,920.0,-138600.0,-707.5439056356973,1140.53739863803,0,-3300.0,20229.969123140232,51558.61891088112,138639.28014816003,18.292682926824348,2241781.6579630845,5607283.428952704,13863928.014816003,-422624.961784134,224455578.30494317,560595361.0672579,1386392801.4816003,-43556563.95303748,0.01,15
3,1176.078763986439,2.4180000000000064,6,0.6935736557244904,11,-12.653183946777194,-0.024243449246541694,0.06971919183936505,0.055179764847841234,-0.14389122228583193,-2.7615920874877053,8.655374624133406,8.54152792631149,-22.891473031297526,329.6419115536461,815.6972477580147,1,-199.5313129150515,2791.4009739105254,4397.8494623620645,-7500.0,-1535.4880226940477,3355.716011813796,120.0,-11400.0,2144.916691673198,4050.8013611179135,13645.87849865299,0.0,104418.56203868428,365092.8690538546,1141669.060162575,-117788.78183625393,10614698.0855035,37298549.66910336,116736274.04647672,-11449616.745442478,0.21800000000007458,15
3,1024.0399441539344,5.8659999999999854,3,0.4649948378512138,17,-1.5156229703358461,-0.2931896366400926,1.1721999422012332,0.08490130070498068,-4.545101726247445,0.9203132250147831,9.475384312817605,20.10133773191976,-29.13526747593344,950.805119930204,476.17328778502474,0,-241.99903734320324,1037.2741128430407,863.6363636362565,-3477.0642201822966,45.015091739725335,323.88270752421334,1048.0,-345.45454545450264,507.0335277144135,979.6850767118935,3526.290929080252,0.0,511.2931459151368,8195.8187280372,18296.870386527393,-22563.33764531143,-3930.230045655458,76712.39572902041,128997.99091737591,-203588.84310864884,0.3429999999999609,15
3,44.79225465237682,0.76400000000001,6,0.8617676969111734,8,-7.625834298970679,-0.41113415100305356,0.5499722598337062,0.16308257978439072,-1.666081101809387,11.85932440502138,35.61732669522385,98.2793723247329,-15.103810834571243,128.1329950853027,38.600518131237564,0,25.09018463304752,45.81160117984497,120.96774193546081,-6.410256410258503,-34.0740600416769,40.47497841018798,0,-119.26605504583075,48.759910733634385,54.6099900604204,133.4914948164814,0.0,9.792460635620014,637.8344561430354,1011.0145274506093,-1130.914415686891,-824.4643067149951,8909.414921803582,8742.225048727629,-13153.14174312442,0.26499999999998636,15
3,1171.9355970362487,1.8880000000000337,0,0.7810836234960739,18,-3.8805407666966016,-0.003281928681790488,0.02032967281284931,0.03432834215799513,-0.04816037433407334,5.576571443525463,26.717880603799994,110.71487177940904,-14.877064503234529,1553.820776124276,915.3797026371078,2,478.3890252184588,1096.3453524897652,4510.638297875352,-146.78899082563785,61.841942401269726,311.39045349989505,819.1489361707596,-440.3669724769136,608.1594162990874,1070.3369747896795,4584.415211767968,0.0,436.1235211475261,10944.923024797112,32350.22051232363,-25914.753679396563,3547.0913160603595,141106.01164526868,242224.36384028118,-466119.7935337615,0.125,15
3,2132.783262600727,5.632000000000062,1,0.26855621763045245,29,35.15207288746115,0.07394817289999724,0.35135651880058105,1.7051177687478651,-0.3730865266570496,-1.692721583456738,19.385987533056245,44.6838520311932,-54.33170319235834,1381.104026474247,572.7722060295873,4,-27.38975420204,1688.329102716393,3400.0,-6500.0,170.30071667033454,302.0324512324625,1073.3944954135964,-106.95187165774725,971.4037956697762,1400.9030410736923,6500.769185258003,0.0,18260.168849573583,97372.66407411695,509856.9319236993,-48444.474745346466,1654651.6792558825,9466757.39439667,49699271.29693825,-5122031.253848047,0.11900000000003728,15
3,514.5555829590469,6.1469999999999345,6,0.976452433264263,18,-22.504816353663077,-0.0020491293622250054,0.01454160045434661,0.021422194965565303,-0.038451744696465756,0.3261494716828342,8.94790910978798,27.820605234059027,-16.11141538339441,1350.7926953698868,502.4390510300727,2,72.96520696756626,200.96187111165096,800.0,-137.61467889903548,-539.4163817426996,937.1247861062059,0,-4100.0,554.9630140485626,951.5898551800974,4177.3197148410845,0.0,22911.23475861275,78631.93676527964,321927.41837356513,-29724.057800019695,2317482.948689979,7836742.141566862,32000641.254286934,-3226160.331866647,0.22899999999993725,15
3,575.8681416743325,4.30499999999995,3,0.7219867477251218,25,25.78167681313669,0.11440932780195659,0.47874842710022725,2.2409371997597867,-0.09817477042468103,-6.192044448814247,30.889108242771748,28.099162317427535,-142.8899272190733,111.25404118888869,415.76916672596104,4,-113.9436272427762,306.8127900526862,18.34862385320473,-1088.0,70.29031430863205,125.35779004096146,481.81818181812207,-75.26881720433273,185.16663316399033,303.5165450809724,1088.2646736892639,0.0,212.41626777213756,2472.831228236804,9625.007264977465,-5749.851306297352,-2042.7310253784824,29260.863039063537,88302.81894471718,-74495.1696842126,0.2340000000000373,15
3,233.02937843297352,1.52800000000002,7,0.871177073649849,11,-6.014557591310213,-0.466587455209375,1.2933326755856238,0.6609453996559059,-3.8363309297864965,8.47235861752951,54.20610623392644,157.07963267948966,-65.70749357116534,484.22773103054834,203.0098519776811,1,152.74086225166567,342.9434086550014,1153.225806451393,-29.239766081862946,-7.534343188654142,50.45991528985523,104.83870967739936,-100.0,172.32570141512642,335.5366634862908,1157.9813969629597,0.0,-1368.8777830761733,6096.032163777197,9338.559652925314,-14273.318209152403,-63848.34163603872,208770.1846483951,77714.12397640875,-632943.7676115878,0.12400000000002365,15
4,265.24467648691996,0.51400000000001,2,0.9994260402111335,8,9.539616495603436,0.022612591223940954,0.024191103336480925,0.14279966607226333,-0.006663114520548321,-18.287468621317657,55.91876847962245,14.410975475192638,-157.07963267948966,1216.2663107384558,265.09243670840556,2,-8.027522935778267,19.027220556441545,0,-55.0458715596142,373.8414490707426,436.29731435129776,1275.2293577977289,0.0,374.1220413722562,436.4978786351801,1275.2293577977289,0.0,4588.130866738284,15364.822930988556,37045.87889320078,-7034.845496376744,508781.29964219325,1615553.2734458593,4169234.7412191303,-565137.4921734317,0.2179999999999609,15
3,655.3744027659142,4.774000000000001,3,0.8270757544794467,22,-2.011635646665211,0.15847940079500558,0.5260374750829436,2.068804471969936,-0.49513195883785477,26.10108765652564,133.3781671870784,620.6413415909808,-57.037236185572254,665.3589277038221,542.0442786341353,3,-195.7328108860186,309.8052905161296,0,-990.8256880740889,71.87669635661422,136.4409594786916,427.2727272726743,-36.69724770640946,252.27420403959184,304.1551024247899,1021.3197421261914,0.0,-542.6494652964609,4139.649162331987,6315.90775776532,-16565.73146573774,-71503.83129738757,340758.52302760776,59111.44262919176,-1556632.5959501711,0.21899999999993724,15
1,901.9350502229755,1.108000000000061,5,0.9914780965405156,5,-6.353662371108385,-0.03891291510730035,0.038063786789781,-2.5645145510918194e-05,-0.15309076626929746,-6.321471308491085,9.936206082215653,0,-24.718063496329012,947.3828264171466,894.24884679825,1,-942.5116036518388,1990.784537384095,27.5229357798071,-4600.0,-4492.041923283136,7880.604444859428,0,-19000.0,4605.886523190967,8114.555849779149,19548.913013259844,21.21385266257136,423899.7151567159,793649.9224466536,1669556.9259895755,59.091511594900155,41148851.36757865,78628396.8606509,164357408.28638825,164.60031084928696,0.4780000000000746,15
3,1762.4416180028834,3.0890000000000555,4,0.9493627052622743,19,6.062565531055797,0.26731053686869494,1.11315635515038,2.890171048125863,-2.314793933578504,15.873959599923301,150.04295225332797,578.0342096251726,-260.180726864322,329.99594012366606,1673.1963423340371,0,-6285.155944053727,26528.169758455173,32.25806451606373,-116000.0,-3644.6766930932768,15924.623996188198,238.5321100919103,-69500.0,7314.467027525084,30928.03693306177,135226.66157233936,0.0,734596.48805958,3187227.8716736883,13522666.157233937,-288936.72664112033,73564216.835345,318699778.6966342,1352266615.7233937,-29511971.974087298,0.01,15
3,800.5052694734748,7.129000000000019,0,0.48537112973849483,41,30.953618732508577,-0.016221756853737616,0.1607243947213702,0.20317740149732927,-0.9540315899423384,0.39005368303662524,9.230434580041127,26.361122639004435,-44.8621960251247,831.7450307264708,388.54214700595867,2,37.40742650055456,151.7482646995625,572.7272727272017,-183.4862385320473,53.23064958955713,86.53817237917488,394.49541284390176,-119.26605504583075,134.63862049459846,126.20187628046574,584.7935285844871,0.0,206.775822475187,1352.107465541518,5035.164324802233,-3513.382258707377,12616.456696601465,88279.51392560695,547885.6761050897,-69766.27637182146,0.40599999999994907,15
3,489.6578198516792,1.6700000000000728,4,0.6485976920713078,14,-10.375005235269944,0.2818080471272666,1.1510066592666814,3.9269908169872414,-0.3105623499834694,-1.1188995669480744,17.981191067491935,25.453134229269576,-53.71683355610245,835.9432633820962,317.5909318604673,0,-153.0120336474325,351.5634054427819,0,-1354.5454545452865,-136.29837080179286,331.865930908804,481.81818181812207,-1018.3486238528626,314.9175275706047,409.5745354513876,1437.6863874850515,0.0,129.04687653213625,5438.650608871613,13069.876249862484,-9331.949647910606,1585.667381616301,79670.89960334972,118817.05681691693,-180659.88627232917,0.11000000000001364,15
3,445.8653384077994,0.6870000000000118,3,0.9916985211368525,6,11.805289233543272,0.00379623417566585,0.004963233592179213,0.014877865398669756,-0.00447371510528365,-43.24825838125742,118.37019161685032,25.218488728236455,-287.2425160804093,220.60366905137815,442.16399672519697,0,-572.9926616985066,641.6168561669126,0,-1581.8181818179855,135.8249127994676,232.31607073550884,609.0909090908335,0.0,594.5413450163213,675.4615960573974,1695.0340692349096,0.0,406.8567533061224,9191.039625933961,15409.400629406358,-9533.072700020513,-10537.886279525741,107950.94631248956,140085.46026731314,-149937.27850739154,0.11000000000001364,15
3,348.64225161679315,1.8410000000000082,4,0.8393058971223557,11,-8.295430424736919,0.0068383352877214925,0.1610344439700798,0.4405428947979796,-0.3949829542582758,-11.0580525276759,39.075881347216,28.23431134501054,-124.90457723982544,288.35254434066854,292.61749776799064,0,-115.90220901036601,228.66191671942323,100.0,-692.6605504588399,-154.90568861864406,245.05437251831177,4.566210045663409,-776.5957446813695,247.97336600160006,288.9011641662706,776.8871502243386,0.0,3481.660128294864,10317.120295654559,31622.776601683796,-2211.1973892714905,313463.30275585654,996616.0246685231,3162277.6601683795,-83125.42493779983,0.01,15
3,495.50172984743443,1.5919999999999845,3,0.7166018501047072,10,7.177727271782508,-0.037786746099388396,0.1431054502462219,0.07450019946890236,-0.37904735866685185,-2.938937853776018,26.0823332571738,51.94958964513236,-46.36476090008061,149.78140417132227,355.07745633875436,1,-253.51812711775273,429.70876898208434,32.0,-1150.000000000112,81.08781787799995,414.29368413018875,1157.14285714297,-517.7304964536202,348.130758727198,542.9106836305011,1631.404177951391,0.0,170.3567488189751,4493.038667462681,11172.065418571623,-5137.831612318764,280.071223026398,50793.261991359024,79094.44120696327,-115673.02858781241,0.125,15
3,621.8857767712752,1.13900000000001,0,0.523977672546628,11,-13.386572011712511,-0.023360747506928667,0.09565265875036572,0.045595841914507336,-0.2654924250624211,20.98518645286479,78.29104944914775,255.35900500422258,-35.96283192548246,152.2122181567356,325.8542619024646,2,210.7400847404842,788.592577998085,2366.97247706341,-572.7272727272017,171.05358721494528,599.6735835754456,1807.339449540666,-509.09090909084597,489.2334738976142,884.6876545720543,2978.09244199062,0.0,-154.47917207569287,11250.28039246794,17382.2096945121,-26177.140448485028,-4466.51433399748,165168.62595921732,241055.57344262314,-399627.06553236383,0.2340000000000373,15
3,952.5626988901392,1.7939999999999827,4,0.38816191694930413,16,5.257453004005614,0.19662530051344743,0.7481978237590456,2.801885750885869,-0.07288487920496282,-3.050985055006674,16.433038749438417,40.026939298373456,-46.36476090008061,260.2768734597746,369.74856321559923,0,-202.95625943212602,575.2027898606136,211.00917431185442,-1715.5963302746425,-26.18011563312541,605.1242811245928,1366.9724770637526,-1377.9069767448927,486.12717833208086,690.4092416907574,2193.600811793621,0.0,71.3124830282754,8917.692864651424,19993.716490891373,-13038.804505087066,3392.837651532559,144939.26756887537,303050.65133914805,-292618.87729148404,0.17199999999991178,15
3,405.4322745392507,1.8719999999999573,5,0.9392164344240692,13,-21.781620419989423,0.005793416007103442,0.0670752193371456,0.20734951426620918,-0.14279966607226333,14.678981323938292,56.67544343109459,203.44439357957026,-7.17258596710204,279.68270199120906,380.7886552931954,1,-99.77112419228759,159.19501750807817,4.0,-480.0,-230.3290191779535,556.3422853485853,0,-2073.394495412135,265.79514533504386,570.9158544973245,2115.9074224030746,0.0,31.556385347836805,8113.483087058083,19329.937160480316,-18031.536871914577,-1004.1663684587505,129172.74485285734,178010.17879978067,-342765.81681120256,0.21899999999993724,15
3,181.6352286609202,1.1079999999999472,3,0.4836421745121567,9,3.729195023267402,-0.16326166422236585,0.40761718432945643,0.19221841041293358,-1.0160085718456877,-14.837437386811992,57.03862454789666,44.50903598041378,-157.07963267948966,314.7081960670291,87.84645695758026,0,-89.38077690174254,210.33671680034954,106.95187165774725,-522.9357798163348,44.82819158435703,153.16041328721656,394.49541284390176,-171.1229946523956,159.65875289528918,219.85020460057865,655.0484413896417,0.0,55.23059770070636,2643.4913230693314,5772.6427219132165,-2942.04119120217,-2009.7443532465672,35416.61764893254,51877.94275052061,-74364.65820828048,0.32799999999997453,15
1,1484.0322670158075,15.100999999999999,7,0.3030069579710446,47,54.555524353528945,-0.005607869827239671,0.15660510978576064,0.4343074563768315,-0.6971777708738961,0.07947695334581419,9.184270867604733,40.751770529121124,-34.87710035839071,253.65594018414492,449.67210275933286,6,118.37888575350945,556.5818183426201,3500.0,-290.78014184404856,-64.99514269559863,408.64698997262,431.1926605503112,-1577.981651375607,325.92975219805857,620.4495609389948,3700.0,0.6109536920192646,7626.559999351934,51094.88979303756,346214.2900042904,-3807.3104128799723,759378.1420391591,5159926.884520753,35002160.04171704,-159776.6085870035,0.9039999999999964,15
3,4307.662420792073,8.829000000000065,1,0.22737267802813765,29,-24.970717843793402,0.020820104082694982,0.12412069792442221,0.6055446636049702,-0.10174645903154146,-14.311880889729741,79.06358605467975,93.60292894997022,-406.3234446700569,1002.286253884864,979.4447406566641,1,-1783.7402858263797,30026.993330933332,77400.0,-139000.0,3471.7506101623358,19541.505611688874,105100.0,-2000.0,9864.78717761013,34576.70780375723,139014.38774457845,0.0,492868.71472906537,2465468.565711436,13052497.845240198,-247593.90460371258,3483640.4087110343,343873070.4706409,1305249784.5240197,-1220355691.602255,0.02,15
3,1830.4880236576082,11.465999999999894,4,0.7310932558843961,42,-30.020976159734985,0.0987251482788305,0.7574040643646307,4.71238898038469,-0.5235987755982988,0.3285201540517537,15.038014371323218,51.59140496808791,-57.34745550856103,354.6776446704654,1338.2574490732343,4,-314.71633089100425,812.4995330788012,168.0,-4064.2201834848483,-259.8944839827226,549.8218343814433,44.87179487180952,-2600.0,511.7115165095153,928.7387606186435,4065.058832020893,0.0,11403.179449230349,55422.50218375483,279782.6508891436,-34345.55080285593,1186900.6707085473,5788808.360145852,29710159.779118,-2151466.0258170934,0.2179999999999609,15
3,889.0847416716867,1.6850000000000591,3,0.49798077212841346,15,-2.537296292715475,-0.007974991057240994,0.1436849382025061,0.21297132833462903,-0.4428594871176362,18.2778888946637,64.98811527066242,238.18298987140224,-55.35756555080463,376.44514822716536,442.7471061452576,2,-252.39513504189276,1023.1972385258728,681.8181818180973,-3440.3669724794754,55.45355903192391,194.56854935049452,394.4954128443132,-229.35779816505914,537.9946298174347,911.2195911274299,3462.9108472617077,0.0,583.9061899468677,9961.030586614419,27596.924612979612,-16140.617748166942,8058.499522742905,138973.57250011008,217528.80372622862,-401261.856524143,0.11000000000001364,15
3,722.0170594284298,1.7939999999999827,0,0.9600938725484339,14,2.820264787990559,-0.02298454360649267,0.057628204585889665,0.010479919766464176,-0.19784918094544243,12.420308622180269,48.68257688007905,181.57749899217606,-9.983215552294757,231.58834078983332,693.2041546326739,1,352.9148772478476,611.8507104787797,1981.6513761481779,-10.638297872334661,267.4170896423558,466.61916936347313,1339.4495412853425,-50.458715596339324,456.58021778002256,760.1194927274445,2391.875258085062,0.0,89.91465233435852,7914.89966091256,21943.809707217784,-14034.590964694158,-1158.1338763394758,103781.68228252836,201319.35511223087,-232947.98640667083,0.1089999999999236,15
